sample,D,extractant,abbreviation,[extracant]_M,org_ligand,[org_ligand]_M,organic_diluent,acid,[acid]_M,T_K,contact_time,contact_time_units,additional_info
La,4.49e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Ce,9.16e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Pr,2.24e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Nd,2.07e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Sm,0.000103,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Eu,0.00011,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Gd,9.94e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Tb,0.000249,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Dy,0.000361,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Ho,0.000547,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Er,0.000752,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Yb,0.000767,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Lu,0.000883,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Am,0.0231,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Y,8.21e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
La,5.6e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Ce,0.000102,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Pr,4.49e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Nd,0.000105,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Sm,0.000265,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Eu,0.000378,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Gd,0.000298,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Tb,0.000758,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Dy,0.00115,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Ho,0.00196,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Er,0.00264,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Yb,0.00312,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Lu,0.00323,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Am,0.0784,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Y,0.000142,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
La,6.68e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Pr,7.84e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Nd,0.00019,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Sm,0.000551,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Eu,0.000859,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Gd,0.000562,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Tb,0.00179,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Dy,0.00259,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Ho,0.00458,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Er,0.00658,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Yb,0.00788,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Lu,0.00747,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Am,0.173,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Y,0.000331,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
La,6.89e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Ce,0.000155,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Pr,0.000234,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Nd,0.000498,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Sm,0.00167,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Eu,0.00218,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Gd,0.00166,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Tb,0.00494,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Dy,0.00807,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Ho,0.0131,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Er,0.0183,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Yb,0.022,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Lu,0.0203,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Am,0.429,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Y,0.0016,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
La,5.7e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Ce,0.000257,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Pr,0.000815,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Nd,0.0019,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Sm,0.00671,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Eu,0.0092,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Gd,0.00744,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Tb,0.0233,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Dy,0.04,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Ho,0.0694,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Er,0.0989,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Yb,0.109,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Lu,0.0976,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Am,1.84,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.01,,,"kerosene/n-octan-1-ol, 7:3",HNO3,1.0,293.15,240,min,
Y,6.09e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
La,4.58e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Ce,8.18e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Pr,3.47e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Nd,8.73e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Sm,0.000196,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Eu,0.000238,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Gd,0.000188,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Tb,0.000525,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Dy,0.000819,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Ho,0.00125,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Er,0.00177,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Yb,0.00199,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Lu,0.00177,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Am,0.0505,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.1,293.15,240,min,
Y,0.000123,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
La,7.02e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Ce,0.000118,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Pr,9.29e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Nd,0.000239,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Sm,0.000715,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Eu,0.000895,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Gd,0.000723,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Tb,0.00192,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Dy,0.00282,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Ho,0.00454,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Er,0.0063,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Yb,0.00767,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Lu,0.00685,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Am,0.177,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.2,293.15,240,min,
Y,0.000293,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
La,6.85e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Ce,0.000131,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Pr,0.000186,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Nd,0.00037,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Sm,0.00139,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Eu,0.00198,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Gd,0.0014,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Tb,0.00395,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Dy,0.00654,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Ho,0.0103,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Er,0.0147,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Yb,0.0179,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Lu,0.016,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Am,0.383,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.3,293.15,240,min,
Y,0.000748,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
La,5.85e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Ce,3.64e-05,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Pr,0.000481,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Nd,0.00131,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Sm,0.00398,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Eu,0.00559,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Gd,0.00423,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Tb,0.012,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Dy,0.0192,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Ho,0.0319,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Er,0.0459,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
Yb,0.0533,"2,6'-bis(tetrapentyl-1,2,4-triazin-3-yl)-2',6-bis-pyridine",C5BTBP,0.015,,,"kerosene/n-octan-1-ol, 7:3",HNO3,0.5,293.15,240,min,
